"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 08, 2014","1,464.76","1,474.38","1,478.21","1,460.86","-","-0.67%"
"Sep 05, 2014","1,474.71","1,456.00","1,481.06","1,447.03","-","1.19%"
"Sep 04, 2014","1,457.34","1,449.51","1,461.99","1,439.40","-","0.56%"
"Sep 03, 2014","1,449.29","1,400.44","1,452.87","1,400.44","-","3.49%"
"Sep 02, 2014","1,400.35","1,392.27","1,401.67","1,386.41","-","0.57%"
"Sep 01, 2014","1,392.40","1,401.34","1,419.88","1,389.83","-","-0.59%"
"Aug 29, 2014","1,400.71","1,423.56","1,428.58","1,400.51","-","-1.62%"
"Aug 28, 2014","1,423.78","1,447.54","1,447.72","1,414.18","-","-1.67%"
"Aug 27, 2014","1,447.91","1,444.28","1,454.96","1,444.28","-","0.32%"
"Aug 26, 2014","1,443.32","1,454.47","1,459.95","1,441.46","-","-0.78%"
"Aug 25, 2014","1,454.67","1,446.86","1,456.70","1,446.14","-","0.56%"
"Aug 22, 2014","1,446.60","1,461.79","1,463.53","1,434.09","-","-1.04%"
"Aug 21, 2014","1,461.75","1,447.12","1,469.40","1,445.53","-","0.98%"
"Aug 20, 2014","1,447.50","1,437.58","1,447.50","1,432.64","-","0.69%"
"Aug 19, 2014","1,437.60","1,425.18","1,441.35","1,425.18","-","0.87%"
"Aug 18, 2014","1,425.18","1,418.05","1,427.93","1,415.39","-","0.52%"
"Aug 15, 2014","1,417.82","1,407.57","1,425.68","1,400.70","-","0.73%"
"Aug 14, 2014","1,407.53","1,399.07","1,412.87","1,391.67","-","0.62%"
"Aug 13, 2014","1,398.85","1,373.64","1,402.38","1,373.64","-","1.79%"
"Aug 12, 2014","1,374.19","1,372.94","1,386.18","1,368.10","-","0.13%"
"Aug 11, 2014","1,372.45","1,350.42","1,379.21","1,350.42","-","1.80%"
"Aug 08, 2014","1,348.21","1,332.26","1,360.43","1,329.18","-","1.10%"
"Aug 07, 2014","1,333.53","1,333.39","1,339.76","1,306.87","-","-0.08%"
"Aug 06, 2014","1,334.66","1,357.33","1,362.17","1,333.51","-","-1.71%"
"Aug 05, 2014","1,357.89","1,379.50","1,383.28","1,356.21","-","-1.53%"
"Aug 04, 2014","1,378.98","1,375.73","1,386.40","1,365.03","-","0.30%"
"Aug 01, 2014","1,374.83","1,378.03","1,378.08","1,358.15","-","-0.35%"
"Jul 31, 2014","1,379.61","1,383.04","1,399.08","1,377.36","-","-0.18%"
"Jul 30, 2014","1,382.14","1,368.72","1,403.55","1,359.78","-","0.90%"
"Jul 29, 2014","1,369.83","1,361.22","1,380.24","1,356.64","-","0.58%"
"Jul 28, 2014","1,361.94","1,387.12","1,387.12","1,357.10","-","-1.91%"
"Jul 25, 2014","1,388.41","1,408.19","1,410.75","1,386.18","-","-1.45%"
"Jul 24, 2014","1,408.80","1,405.58","1,410.67","1,394.05","-","0.16%"
"Jul 23, 2014","1,406.58","1,406.50","1,421.56","1,395.81","-","0.04%"
"Jul 22, 2014","1,405.97","1,386.14","1,414.16","1,386.14","-","1.55%"
"Jul 21, 2014","1,384.50","1,422.53","1,424.17","1,384.50","-","-2.67%"
"Jul 18, 2014","1,422.53","1,440.54","1,440.54","1,410.75","-","-1.26%"
"Jul 17, 2014","1,440.63","1,470.83","1,470.83","1,429.08","-","-2.31%"
"Jul 16, 2014","1,474.72","1,475.68","1,482.58","1,459.34","-","-0.07%"
"Jul 15, 2014","1,475.77","1,482.23","1,487.41","1,472.02","-","-0.52%"
"Jul 14, 2014","1,483.41","1,500.29","1,502.67","1,482.80","-","-1.09%"
"Jul 11, 2014","1,499.82","1,495.01","1,502.19","1,488.91","-","0.33%"
"Jul 10, 2014","1,494.92","1,513.37","1,521.86","1,480.35","-","-1.22%"
"Jul 09, 2014","1,513.38","1,516.29","1,518.44","1,496.98","-","-0.22%"
"Jul 08, 2014","1,516.75","1,513.76","1,531.99","1,512.74","-","0.20%"
"Jul 07, 2014","1,513.72","1,489.55","1,518.04","1,484.32","-","1.62%"
"Jul 04, 2014","1,489.53","1,515.53","1,516.33","1,485.60","-","-1.65%"
"Jul 03, 2014","1,514.47","1,514.66","1,522.14","1,510.69","-","0.01%"
"Jul 02, 2014","1,514.33","1,482.91","1,514.33","1,482.85","-","2.12%"
"Jul 01, 2014","1,482.92","1,476.28","1,483.23","1,461.53","-","0.44%"
"Jun 30, 2014","1,476.38","1,477.29","1,478.41","1,460.42","-","-0.06%"
"Jun 27, 2014","1,477.32","1,473.31","1,481.15","1,467.99","-","0.28%"
"Jun 26, 2014","1,473.18","1,482.13","1,489.68","1,465.25","-","-0.59%"
"Jun 25, 2014","1,481.95","1,517.62","1,517.62","1,479.31","-","-2.43%"
"Jun 24, 2014","1,518.83","1,487.10","1,519.04","1,487.10","-","2.19%"
"Jun 23, 2014","1,486.30","1,486.33","1,498.87","1,478.63","-","0.00%"
"Jun 20, 2014","1,486.30","1,494.87","1,495.93","1,481.25","-","-0.59%"
"Jun 19, 2014","1,495.09","1,494.99","1,508.95","1,493.86","-","0.05%"
"Jun 18, 2014","1,494.28","1,486.47","1,500.37","1,484.52","-","0.53%"
"Jun 17, 2014","1,486.38","1,494.08","1,501.59","1,479.98","-","-0.51%"
"Jun 16, 2014","1,493.93","1,501.17","1,501.17","1,467.37","-","-0.48%"
"Jun 11, 2014","1,501.18","1,490.80","1,501.18","1,487.45","-","0.70%"
"Jun 10, 2014","1,490.81","1,485.24","1,490.81","1,475.98","-","0.36%"
"Jun 09, 2014","1,485.39","1,485.27","1,497.90","1,484.27","-","0.03%"
"Jun 06, 2014","1,484.94","1,470.73","1,486.59","1,457.73","-","0.97%"
"Jun 05, 2014","1,470.70","1,476.06","1,483.84","1,465.90","-","-0.34%"
"Jun 04, 2014","1,475.79","1,472.06","1,482.63","1,466.08","-","0.20%"
"Jun 03, 2014","1,472.83","1,463.62","1,472.83","1,449.83","-","0.57%"
"Jun 02, 2014","1,464.47","1,432.67","1,475.00","1,432.67","-","2.27%"
"May 30, 2014","1,432.03","1,447.76","1,450.76","1,432.03","-","-1.06%"
"May 29, 2014","1,447.39","1,426.69","1,449.59","1,426.69","-","1.50%"
"May 28, 2014","1,425.95","1,417.38","1,429.80","1,408.87","-","0.61%"
"May 27, 2014","1,417.32","1,449.38","1,449.57","1,410.09","-","-2.21%"
"May 26, 2014","1,449.36","1,439.15","1,456.66","1,438.34","-","0.72%"
"May 23, 2014","1,438.98","1,430.54","1,440.80","1,422.08","-","0.59%"
"May 22, 2014","1,430.54","1,440.79","1,446.30","1,420.49","-","-0.65%"
"May 21, 2014","1,439.90","1,425.57","1,441.87","1,415.50","-","1.00%"
"May 20, 2014","1,425.58","1,413.86","1,425.99","1,406.87","-","0.83%"
"May 19, 2014","1,413.85","1,392.51","1,418.87","1,392.51","-","1.55%"
"May 16, 2014","1,392.30","1,381.44","1,392.30","1,374.29","-","0.75%"
"May 15, 2014","1,381.99","1,388.68","1,399.49","1,381.20","-","-0.51%"
"May 14, 2014","1,389.11","1,385.27","1,389.11","1,378.39","-","0.28%"
"May 13, 2014","1,385.29","1,375.56","1,395.19","1,375.56","-","0.73%"
"May 12, 2014","1,375.31","1,372.09","1,383.87","1,363.04","-","0.28%"
"May 08, 2014","1,371.42","1,364.29","1,383.76","1,355.34","-","0.58%"
"May 07, 2014","1,363.48","1,316.74","1,379.42","1,312.72","-","3.41%"
"May 06, 2014","1,318.57","1,299.07","1,321.42","1,299.07","-","1.56%"
"May 05, 2014","1,298.29","1,302.99","1,306.35","1,289.80","-","-0.50%"
"May 02, 2014","1,304.84","1,304.93","1,306.44","1,292.12","-","-0.09%"
"Apr 30, 2014","1,306.01","1,304.76","1,309.49","1,296.24","-","0.09%"
"Apr 29, 2014","1,304.78","1,300.83","1,318.33","1,298.72","-","0.43%"
"Apr 28, 2014","1,299.13","1,278.12","1,302.08","1,260.43","-","1.49%"
"Apr 25, 2014","1,280.12","1,300.53","1,300.53","1,277.94","-","-1.57%"
"Apr 24, 2014","1,300.54","1,329.10","1,334.09","1,289.88","-","-2.15%"
"Apr 23, 2014","1,329.11","1,335.65","1,335.65","1,324.22","-","-0.49%"
"Apr 22, 2014","1,335.62","1,345.00","1,345.02","1,327.07","-","-0.70%"
"Apr 21, 2014","1,345.04","1,356.48","1,359.15","1,342.48","-","-0.85%"
"Apr 18, 2014","1,356.54","1,330.57","1,362.46","1,330.57","-","2.02%"
"Apr 17, 2014","1,329.67","1,322.67","1,336.22","1,311.01","-","0.53%"
"Apr 16, 2014","1,322.60","1,310.98","1,326.20","1,300.76","-","0.88%"
"Apr 15, 2014","1,311.01","1,344.18","1,347.83","1,308.93","-","-2.52%"
"Apr 14, 2014","1,344.86","1,362.04","1,362.04","1,337.00","-","-1.29%"
"Apr 11, 2014","1,362.40","1,367.65","1,371.07","1,346.18","-","-0.39%"
"Apr 10, 2014","1,367.71","1,348.77","1,367.71","1,348.30","-","1.40%"
"Apr 09, 2014","1,348.85","1,353.18","1,355.77","1,337.98","-","-0.26%"
"Apr 08, 2014","1,352.33","1,349.85","1,352.33","1,334.67","-","0.19%"
"Apr 07, 2014","1,349.79","1,380.15","1,380.15","1,334.93","-","-2.36%"
"Apr 04, 2014","1,382.41","1,366.43","1,388.00","1,361.63","-","1.20%"
"Apr 03, 2014","1,366.04","1,373.57","1,382.05","1,360.49","-","-0.53%"
"Apr 02, 2014","1,373.33","1,375.97","1,379.88","1,358.46","-","-0.17%"
"Apr 01, 2014","1,375.73","1,369.32","1,378.53","1,359.62","-","0.47%"
"Mar 31, 2014","1,369.29","1,344.15","1,369.29","1,343.44","-","1.87%"
"Mar 28, 2014","1,344.12","1,333.01","1,353.83","1,330.54","-","0.92%"
"Mar 27, 2014","1,331.93","1,347.83","1,351.71","1,321.23","-","-1.29%"
"Mar 26, 2014","1,349.39","1,324.51","1,359.86","1,324.51","-","1.88%"
"Mar 25, 2014","1,324.44","1,297.90","1,332.76","1,289.26","-","2.04%"
"Mar 24, 2014","1,297.91","1,307.34","1,332.93","1,297.88","-","-0.72%"
"Mar 21, 2014","1,307.34","1,320.12","1,320.12","1,270.63","-","-1.00%"
"Mar 20, 2014","1,320.50","1,316.67","1,325.45","1,302.73","-","0.11%"
"Mar 19, 2014","1,319.02","1,335.84","1,352.40","1,312.51","-","-1.26%"
"Mar 18, 2014","1,335.86","1,285.53","1,340.15","1,278.82","-","4.06%"
"Mar 17, 2014","1,283.70","1,237.52","1,288.30","1,237.52","-","3.74%"
"Mar 14, 2014","1,237.43","1,248.29","1,248.29","1,182.89","-","-0.89%"
"Mar 13, 2014","1,248.56","1,274.24","1,285.89","1,247.79","-","-2.01%"
"Mar 12, 2014","1,274.21","1,307.08","1,307.08","1,271.76","-","-2.64%"
"Mar 11, 2014","1,308.70","1,338.50","1,338.50","1,304.36","-","-2.29%"
"Mar 07, 2014","1,339.36","1,337.50","1,359.18","1,322.10","-","0.10%"
"Mar 06, 2014","1,337.98","1,351.50","1,370.36","1,301.96","-","-0.97%"
"Mar 05, 2014","1,351.11","1,356.27","1,364.03","1,330.67","-","-0.40%"
"Mar 04, 2014","1,356.54","1,288.78","1,365.21","1,288.78","-","5.26%"
"Mar 03, 2014","1,288.81","1,438.02","1,438.02","1,261.84","-","-10.79%"
"Feb 28, 2014","1,444.71","1,448.78","1,456.43","1,429.28","-","-0.28%"
"Feb 27, 2014","1,448.70","1,469.93","1,476.26","1,431.62","-","-1.42%"
"Feb 26, 2014","1,469.51","1,478.90","1,486.11","1,465.22","-","-0.62%"
"Feb 25, 2014","1,478.64","1,489.59","1,495.13","1,472.44","-","-0.70%"
"Feb 24, 2014","1,489.01","1,487.51","1,491.77","1,480.03","-","0.09%"
"Feb 21, 2014","1,487.64","1,481.85","1,492.34","1,481.85","-","0.45%"
"Feb 20, 2014","1,480.99","1,485.48","1,485.48","1,467.54","-","-0.31%"
"Feb 19, 2014","1,485.60","1,504.02","1,507.92","1,482.03","-","-1.24%"
"Feb 18, 2014","1,504.24","1,507.81","1,518.12","1,500.42","-","-0.22%"
"Feb 17, 2014","1,507.49","1,494.38","1,515.28","1,494.32","-","0.76%"
"Feb 14, 2014","1,496.18","1,478.77","1,497.93","1,478.77","-","1.19%"
"Feb 13, 2014","1,478.62","1,496.07","1,498.08","1,475.41","-","-1.16%"
"Feb 12, 2014","1,496.03","1,484.42","1,498.62","1,484.42","-","0.84%"
"Feb 11, 2014","1,483.57","1,475.83","1,488.94","1,473.30","-","0.49%"
"Feb 10, 2014","1,476.28","1,478.22","1,485.32","1,475.66","-","-0.15%"
"Feb 07, 2014","1,478.48","1,465.18","1,480.60","1,463.96","-","0.80%"
"Feb 06, 2014","1,466.70","1,456.00","1,469.07","1,454.44","-","0.73%"
"Feb 05, 2014","1,456.00","1,442.02","1,460.73","1,437.63","-","1.03%"
"Feb 04, 2014","1,441.16","1,442.52","1,442.62","1,426.29","-","-0.12%"
"Feb 03, 2014","1,442.84","1,453.55","1,463.54","1,442.06","-","-0.80%"
"Jan 31, 2014","1,454.45","1,463.60","1,470.56","1,448.38","-","-0.60%"
"Jan 30, 2014","1,463.20","1,463.05","1,473.42","1,444.45","-","0.01%"
"Jan 29, 2014","1,462.99","1,468.35","1,494.40","1,459.97","-","-0.45%"
"Jan 28, 2014","1,469.57","1,477.91","1,486.03","1,467.98","-","-0.59%"
"Jan 27, 2014","1,478.23","1,494.18","1,495.27","1,476.27","-","-1.09%"
"Jan 24, 2014","1,494.58","1,496.90","1,497.67","1,483.82","-","-0.15%"
"Jan 23, 2014","1,496.90","1,498.73","1,511.69","1,496.22","-","-0.12%"
"Jan 22, 2014","1,498.73","1,503.60","1,505.09","1,490.99","-","-0.40%"
"Jan 21, 2014","1,504.68","1,495.92","1,507.08","1,495.92","-","0.62%"
"Jan 20, 2014","1,495.36","1,485.75","1,498.37","1,483.25","-","0.57%"
"Jan 17, 2014","1,486.88","1,480.63","1,495.05","1,475.29","-","0.42%"
"Jan 16, 2014","1,480.73","1,486.37","1,492.55","1,478.49","-","-0.39%"
"Jan 15, 2014","1,486.51","1,469.76","1,487.82","1,469.76","-","1.15%"
"Jan 14, 2014","1,469.64","1,477.59","1,477.59","1,453.90","-","-0.54%"
"Jan 13, 2014","1,477.56","1,469.19","1,482.44","1,466.51","-","0.57%"
"Jan 10, 2014","1,469.19","1,465.74","1,470.43","1,454.75","-","0.28%"
"Jan 09, 2014","1,465.14","1,462.67","1,470.64","1,460.99","-","0.17%"
"Jan 08, 2014","1,462.67","1,465.99","1,470.19","1,460.41","-","-0.24%"
"Jan 06, 2014","1,466.15","1,504.14","1,504.33","1,465.01","-","-2.52%"
"Dec 30, 2013","1,504.08","1,496.27","1,504.76","1,492.15","-","0.62%"
"Dec 27, 2013","1,494.83","1,501.83","1,504.99","1,494.37","-","-0.44%"
"Dec 26, 2013","1,501.47","1,501.10","1,506.74","1,499.19","-","0.02%"
"Dec 25, 2013","1,501.12","1,506.41","1,510.28","1,500.49","-","-0.35%"
"Dec 24, 2013","1,506.41","1,506.89","1,510.82","1,500.68","-","-0.07%"
"Dec 23, 2013","1,507.49","1,497.31","1,510.02","1,495.22","-","0.69%"
"Dec 20, 2013","1,497.23","1,499.17","1,502.86","1,491.00","-","-0.05%"
"Dec 19, 2013","1,497.99","1,488.21","1,509.15","1,485.48","-","0.75%"
"Dec 18, 2013","1,486.91","1,480.09","1,488.23","1,478.45","-","0.51%"
"Dec 17, 2013","1,479.39","1,469.57","1,483.00","1,468.22","-","0.62%"
"Dec 16, 2013","1,470.22","1,452.63","1,470.62","1,445.00","-","1.20%"
"Dec 13, 2013","1,452.76","1,449.74","1,457.85","1,449.23","-","0.21%"
"Dec 12, 2013","1,449.74","1,465.25","1,465.25","1,444.66","-","-1.02%"
"Dec 11, 2013","1,464.67","1,464.14","1,469.93","1,451.11","-","0.04%"
"Dec 10, 2013","1,464.14","1,465.70","1,471.14","1,459.06","-","-0.11%"
"Dec 09, 2013","1,465.70","1,448.67","1,467.09","1,445.00","-","1.18%"
"Dec 06, 2013","1,448.67","1,429.25","1,451.00","1,425.32","-","1.36%"
"Dec 05, 2013","1,429.25","1,437.77","1,447.44","1,427.93","-","-0.70%"
"Dec 04, 2013","1,439.26","1,450.22","1,455.81","1,436.49","-","-0.66%"
"Dec 03, 2013","1,448.84","1,473.56","1,473.56","1,441.53","-","-1.66%"
"Dec 02, 2013","1,473.26","1,479.32","1,488.94","1,472.73","-","-0.41%"
"Nov 29, 2013","1,479.35","1,480.08","1,484.02","1,467.32","-","-0.01%"
"Nov 28, 2013","1,479.46","1,475.16","1,487.46","1,475.16","-","0.27%"
"Nov 27, 2013","1,475.42","1,484.60","1,489.40","1,473.23","-","-0.60%"
"Nov 26, 2013","1,484.37","1,502.89","1,503.11","1,480.41","-","-1.20%"
"Nov 25, 2013","1,502.41","1,504.21","1,513.29","1,501.63","-","-0.11%"
"Nov 22, 2013","1,504.10","1,494.10","1,506.10","1,492.23","-","0.67%"
"Nov 21, 2013","1,494.07","1,506.62","1,506.62","1,489.98","-","-0.96%"
"Nov 20, 2013","1,508.52","1,511.16","1,511.16","1,495.03","-","-0.18%"
"Nov 19, 2013","1,511.19","1,510.72","1,517.62","1,505.52","-","0.04%"
"Nov 18, 2013","1,510.61","1,494.53","1,511.13","1,494.53","-","1.13%"
"Nov 15, 2013","1,493.79","1,489.40","1,503.43","1,488.57","-","0.19%"
"Nov 14, 2013","1,490.89","1,466.82","1,494.74","1,466.82","-","1.64%"
"Nov 13, 2013","1,466.82","1,499.00","1,499.00","1,464.61","-","-2.24%"
"Nov 12, 2013","1,500.41","1,485.45","1,500.41","1,481.29","-","1.14%"
"Nov 11, 2013","1,483.46","1,488.89","1,496.36","1,482.88","-","-0.41%"
"Nov 08, 2013","1,489.55","1,508.61","1,508.61","1,486.51","-","-1.31%"
"Nov 07, 2013","1,509.25","1,499.95","1,515.75","1,495.98","-","0.62%"
"Nov 06, 2013","1,499.95","1,507.07","1,509.86","1,498.12","-","-0.40%"
"Nov 05, 2013","1,505.94","1,515.15","1,521.02","1,505.23","-","-0.61%"
"Nov 01, 2013","1,515.15","1,509.58","1,517.24","1,507.58","-","0.33%"
"Oct 31, 2013","1,510.21","1,516.00","1,516.00","1,498.39","-","-0.38%"
"Oct 30, 2013","1,516.00","1,516.30","1,527.37","1,510.72","-","-0.01%"
"Oct 29, 2013","1,516.17","1,511.51","1,521.12","1,506.65","-","0.31%"
"Oct 28, 2013","1,511.51","1,504.70","1,520.53","1,503.45","-","0.47%"
"Oct 25, 2013","1,504.48","1,501.94","1,507.18","1,493.23","-","0.13%"
"Oct 24, 2013","1,502.46","1,506.87","1,510.35","1,497.35","-","-0.32%"
"Oct 23, 2013","1,507.26","1,526.40","1,526.40","1,503.90","-","-1.41%"
"Oct 22, 2013","1,528.76","1,535.27","1,535.98","1,523.45","-","-0.32%"
"Oct 21, 2013","1,533.61","1,535.22","1,538.74","1,526.65","-","0.02%"
"Oct 18, 2013","1,533.35","1,512.32","1,537.26","1,512.32","-","1.39%"
"Oct 17, 2013","1,512.32","1,531.57","1,535.92","1,505.94","-","-1.26%"
"Oct 16, 2013","1,531.57","1,530.17","1,537.08","1,522.78","-","-0.01%"
"Oct 15, 2013","1,531.67","1,510.20","1,532.24","1,510.01","-","1.42%"
"Oct 14, 2013","1,510.20","1,511.81","1,511.81","1,501.48","-","-0.19%"
"Oct 11, 2013","1,513.03","1,516.80","1,524.31","1,507.07","-","-0.24%"
"Oct 10, 2013","1,516.73","1,499.22","1,523.13","1,499.22","-","1.05%"
"Oct 09, 2013","1,501.01","1,503.44","1,511.79","1,495.13","-","-0.27%"
"Oct 08, 2013","1,505.14","1,480.20","1,505.73","1,479.34","-","1.68%"
"Oct 07, 2013","1,480.20","1,474.45","1,481.55","1,462.86","-","0.41%"
"Oct 04, 2013","1,474.21","1,456.51","1,474.21","1,449.77","-","1.22%"
"Oct 03, 2013","1,456.49","1,454.53","1,466.20","1,452.26","-","0.15%"
"Oct 02, 2013","1,454.29","1,472.45","1,474.86","1,450.52","-","-1.18%"
"Oct 01, 2013","1,471.73","1,462.82","1,472.96","1,460.09","-","0.61%"
"Sep 30, 2013","1,462.82","1,472.23","1,474.57","1,453.77","-","-0.62%"
"Sep 27, 2013","1,471.89","1,483.99","1,486.59","1,468.41","-","-0.89%"
"Sep 26, 2013","1,485.14","1,479.59","1,490.02","1,475.37","-","0.38%"
"Sep 25, 2013","1,479.59","1,464.72","1,479.70","1,459.13","-","1.02%"
"Sep 24, 2013","1,464.72","1,466.41","1,472.04","1,459.33","-","-0.20%"
"Sep 23, 2013","1,467.62","1,476.69","1,478.59","1,463.65","-","-0.62%"
"Sep 20, 2013","1,476.73","1,486.49","1,488.47","1,476.08","-","-0.70%"
"Sep 19, 2013","1,487.19","1,464.35","1,501.32","1,463.80","-","1.52%"
"Sep 18, 2013","1,464.95","1,472.17","1,482.57","1,462.20","-","-0.55%"
"Sep 17, 2013","1,473.03","1,470.71","1,474.02","1,461.86","-","0.17%"
"Sep 16, 2013","1,470.48","1,441.06","1,470.48","1,438.79","-","2.06%"
"Sep 13, 2013","1,440.74","1,450.66","1,451.89","1,434.74","-","-0.65%"
"Sep 12, 2013","1,450.23","1,454.21","1,461.17","1,441.59","-","-0.27%"
"Sep 11, 2013","1,454.12","1,452.52","1,459.67","1,449.69","-","0.04%"
"Sep 10, 2013","1,453.57","1,451.54","1,464.19","1,447.01","-","0.14%"
"Sep 09, 2013","1,451.54","1,423.40","1,455.28","1,421.45","-","1.98%"
"Sep 06, 2013","1,423.40","1,421.86","1,448.68","1,418.83","-","0.07%"
"Sep 05, 2013","1,422.40","1,375.66","1,422.40","1,373.29","-","3.40%"
"Sep 04, 2013","1,375.66","1,372.98","1,375.91","1,365.23","-","0.13%"
"Sep 03, 2013","1,373.82","1,366.99","1,384.13","1,366.99","-","0.46%"
"Sep 02, 2013","1,367.53","1,364.75","1,373.69","1,364.27","-","0.21%"
"Aug 30, 2013","1,364.65","1,372.02","1,372.83","1,357.98","-","-0.53%"
"Aug 29, 2013","1,371.89","1,369.64","1,380.61","1,366.80","-","0.16%"
"Aug 28, 2013","1,369.64","1,374.27","1,375.20","1,355.72","-","-0.33%"
"Aug 27, 2013","1,374.21","1,387.21","1,387.21","1,368.04","-","-0.93%"
"Aug 26, 2013","1,387.06","1,392.42","1,403.83","1,382.64","-","-0.44%"
"Aug 23, 2013","1,393.21","1,397.54","1,401.64","1,392.60","-","-0.25%"
"Aug 22, 2013","1,396.65","1,375.49","1,398.44","1,368.15","-","1.46%"
"Aug 21, 2013","1,376.60","1,376.82","1,390.27","1,368.10","-","-0.05%"
"Aug 20, 2013","1,377.28","1,381.98","1,383.01","1,365.28","-","-0.36%"
"Aug 19, 2013","1,382.32","1,380.56","1,384.27","1,369.01","-","0.15%"
"Aug 16, 2013","1,380.31","1,392.98","1,396.44","1,372.03","-","-0.79%"
"Aug 15, 2013","1,391.37","1,424.17","1,424.17","1,388.81","-","-2.28%"
"Aug 14, 2013","1,423.87","1,408.73","1,425.03","1,407.00","-","1.14%"
"Aug 13, 2013","1,407.86","1,387.90","1,409.86","1,387.43","-","1.40%"
"Aug 12, 2013","1,388.36","1,382.74","1,390.14","1,378.93","-","0.41%"
"Aug 09, 2013","1,382.72","1,360.82","1,384.92","1,359.98","-","1.49%"
"Aug 08, 2013","1,362.38","1,364.40","1,370.77","1,353.73","-","-0.04%"
"Aug 07, 2013","1,362.91","1,364.31","1,375.03","1,356.26","-","-0.13%"
"Aug 06, 2013","1,364.65","1,391.54","1,391.54","1,363.59","-","-1.95%"
"Aug 05, 2013","1,391.75","1,391.79","1,400.23","1,388.28","-","-0.03%"
"Aug 02, 2013","1,392.15","1,398.75","1,409.37","1,383.35","-","-0.45%"
"Aug 01, 2013","1,398.46","1,376.31","1,400.15","1,375.93","-","1.65%"
"Jul 31, 2013","1,375.79","1,387.31","1,392.36","1,375.40","-","-0.83%"
"Jul 30, 2013","1,387.31","1,398.24","1,409.21","1,386.22","-","-0.79%"
"Jul 29, 2013","1,398.30","1,403.31","1,410.73","1,397.93","-","-0.34%"
"Jul 26, 2013","1,403.14","1,401.94","1,410.42","1,400.70","-","0.09%"
"Jul 25, 2013","1,401.88","1,408.42","1,409.30","1,396.13","-","-0.39%"
"Jul 24, 2013","1,407.41","1,418.33","1,419.26","1,402.78","-","-0.70%"
"Jul 23, 2013","1,417.34","1,415.48","1,432.30","1,415.48","-","0.13%"
"Jul 22, 2013","1,415.52","1,421.67","1,429.33","1,408.83","-","-0.43%"
"Jul 19, 2013","1,421.67","1,417.47","1,436.13","1,408.92","-","0.36%"
"Jul 18, 2013","1,416.63","1,431.30","1,439.60","1,408.73","-","-1.06%"
"Jul 17, 2013","1,431.80","1,409.21","1,431.89","1,407.15","-","1.54%"
"Jul 16, 2013","1,410.10","1,403.43","1,416.89","1,399.84","-","0.47%"
"Jul 15, 2013","1,403.56","1,396.38","1,409.11","1,393.98","-","0.38%"
"Jul 12, 2013","1,398.22","1,368.11","1,398.22","1,367.07","-","2.20%"
"Jul 11, 2013","1,368.11","1,333.12","1,370.06","1,332.26","-","2.58%"
"Jul 10, 2013","1,333.71","1,345.48","1,349.62","1,331.00","-","-0.89%"
"Jul 09, 2013","1,345.73","1,349.80","1,355.14","1,342.54","-","-0.23%"
"Jul 08, 2013","1,348.88","1,343.25","1,351.71","1,338.62","-","0.46%"
"Jul 05, 2013","1,342.72","1,348.94","1,360.76","1,340.23","-","-0.48%"
"Jul 04, 2013","1,349.21","1,333.40","1,349.85","1,331.75","-","1.19%"
"Jul 03, 2013","1,333.35","1,338.28","1,338.98","1,324.34","-","-0.34%"
"Jul 02, 2013","1,337.92","1,334.44","1,339.92","1,328.85","-","0.13%"
